SITE_ID,SITE_TYPE,VISIT_NO.x,DATE_COL,REPEAT,LON_DD.x,LAT_DD.x,ALBERS_X,ALBERS_Y,FLD_LON_DD,FLD_LAT_DD,FLD_FLAG,ST.x,STATE_NAME,CNTYNAME,EPA_REG.x,NHDNAME,LAKENAME,AREA_CAT7.x,BASINAREA_KM2,BASINAREA_HA,BASINAREA_LU_KM2,URBAN.x,ECO_LEV_3.x,ECO_L3_NAM,NUT_REG.x,NUTREG_NAME.x,ECO_NUTA.x,LAKE_ORIGIN.x,AREA_HA,SIZE_CLASS,LAKEAREA,LAKEPERIM,SLD,DEPTH_X,DEPTHMAX,ELEV_PT,HUC_2.x,HUC_8.x,REACHCODE,OmernikLevel_II,PTL,NTL,TURB,ANC,DOC,COND,CHLA,PTL_COND,NTL_COND,CHLA_COND,TURB_COND,ANC_COND,SALINITY_COND,DISTANCE_BUFR,BUFFERAREA_KM2,BUFFERAREA_HA,MISSDATA_KM2_BUFR,NLCD11_KM2_BUFR,NLCD12_KM2_BUFR,NLCD21_KM2_BUFR,NLCD22_KM2_BUFR,NLCD23_KM2_BUFR,NLCD24_KM2_BUFR,NLCD31_KM2_BUFR,NLCD32_KM2_BUFR,NLCD41_KM2_BUFR,NLCD42_KM2_BUFR,NLCD43_KM2_BUFR,NLCD51_KM2_BUFR,NLCD52_KM2_BUFR,NLCD71_KM2_BUFR,NLCD72_KM2_BUFR,NLCD73_KM2_BUFR,NLCD74_KM2_BUFR,NLCD81_KM2_BUFR,NLCD82_KM2_BUFR,NLCD90_KM2_BUFR,NLCD91_KM2_BUFR,NLCD92_KM2_BUFR,NLCD93_KM2_BUFR,NLCD94_KM2_BUFR,NLCD95_KM2_BUFR,NLCD96_KM2_BUFR,NLCD97_KM2_BUFR,NLCD98_KM2_BUFR,NLCD99_KM2_BUFR,LANDUSE_KM2_BUFR,PCT_OPENH20_BUFR,PCT_ICESNOW_BUFR,PCT_WATER_BUFR,PCT_DEVOPEN_BUFR,PCT_DEVLOW_BUFR,PCT_DEVMED_BUFR,PCT_DEVHIGH_BUFR,PCT_DEVELOPED_BUFR,PCT_BARREN_BUFR,PCT_DECID_BUFR,PCT_CONIF_BUFR,PCT_MIXED_BUFR,PCT_FOREST_BUFR,PCT_SHRUBLAND_BUFR,PCT_GRASS_BUFR,PCT_PASTURE_BUFR,PCT_CROPS_BUFR,PCT_AGRIC_BUFR,PCT_WDYWET_BUFR,PCT_EMHERBWET_BUFR,PCT_WETLAND_BUFR,NLCD11_KM2_BSN,NLCD12_KM2_BSN,NLCD21_KM2_BSN,NLCD22_KM2_BSN,NLCD23_KM2_BSN,NLCD24_KM2_BSN,NLCD31_KM2_BSN,NLCD32_KM2_BSN,NLCD41_KM2_BSN,NLCD42_KM2_BSN,NLCD43_KM2_BSN,NLCD51_KM2_BSN,NLCD52_KM2_BSN,NLCD71_KM2_BSN,NLCD72_KM2_BSN,NLCD73_KM2_BSN,NLCD74_KM2_BSN,NLCD81_KM2_BSN,NLCD82_KM2_BSN,NLCD90_KM2_BSN,NLCD91_KM2_BSN,NLCD92_KM2_BSN,NLCD93_KM2_BSN,NLCD94_KM2_BSN,NLCD95_KM2_BSN,NLCD96_KM2_BSN,NLCD97_KM2_BSN,NLCD98_KM2_BSN,NLCD99_KM2_BSN,LANDUSE_KM2_BSN,PCT_OPENH20_BSN,PCT_ICESNOW_BSN,PCT_WATER_BSN,PCT_DEVOPEN_BSN,PCT_DEVLOW_BSN,PCT_DEVMED_BSN,PCT_DEVHIGH_BSN,PCT_DEVELOPED_BSN,PCT_BARREN_BSN,PCT_DECID_BSN,PCT_CONIF_BSN,PCT_MIXED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WDYWET_BSN,PCT_EMHERBWET_BSN,PCT_WETLAND_BSN,BasinAreaToLakeArea_HA,LakePerimToLakeArea,mean.pct.imp_BUFR.1,mean.pct.imp_BSN,pixels.w.impsurf_BSN,roadlen_BUFR,roadDens_BUFR,roadlen_BSN,roadDens_BSN,mean.min.dist_inBUFR,mean.min.dist_inBSN,elev_stdev,elev_maxmin,maxmin_elev_BUFR,stdev_elev_BUFR,mean.pct.imp_BUFR,pixels.w.impsurf_BUFR,Class,Class3,Unstratified.1,ResTime,SedToVolRatio
NLA06608-1346,PROB_Lake,1,7/12/07,,-79.49911328,39.46919944,1399618.798,342526.3487,-79.49826,39.47194,,WV,West Virginia,PRESTON,Region_3,,Alpine (Hulls) Lake,"(50,100]",4.874138008,487.4138008,4.874138008,NO,67,Ridge and Valley,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,60.88719073,03:>50-100 ha,0.608871907,4.001488569,1.446617386,5,5,782.59,5,5020006,5.02E+12,8.4,3,125,0.76,262.4,2.19,60,2.16,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,1.378,137.8,0,0.588,0,0.424,0.015,0,0,0,0,0.242,0.011,0.013,0,0,0,0,0,0,0.06,0.016,0,0,0,0,0,0.009,0,0,0,0,1.378,42.7,0,42.7,30.8,1.1,0,0,31.9,0,17.6,0.8,0.9,19.3,0,0,4.4,1.2,5.6,0,0.7,0.7,0.586,0,1.4,0.023,0.012,0,0.017,0,2.584,0.011,0.013,0,0,0,0,0,0,0.092,0.127,0,0,0,0,0,0.009,0,0,0,0,4.874,12,0,12,28.7,0.5,0.2,0,29.4,0.3,53,0.2,0.3,53.5,0,0,1.9,2.6,4.5,0,0.2,0.2,8.005194442,0.065719711,2.486673248,1.080296637,0.277841708,7.616687849,8.36E-12,NA,NA,56.41098362,56.11703368,1.04042,1.516,36.41824,12.628984,2.486673248,0.489634748,ST,ST,1,129,0.600039
NLA06608-0541,PROB_Lake,1,7/12/07,,-77.33745683,38.96504347,1591773.353,321005.6546,-77.33514,38.96499,,VA,Virginia,FAIRFAX,Region_3,Lake Anne,Lake Anne,"(10,20]",2.35491333,235.491333,2.35491333,YES,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,10.11175187,02:>10-50 ha,0.101117519,1.956665849,1.735795392,7.1,7.1,97.61,2,2070008,2.07E+12,8.3,14,329,2.71,434.9,3.99,276,6.02,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.558,55.8,0,0.066,0,0.116,0.081,0.021,0.001,0.004,0,0.111,0.005,0,0,0,0,0,0,0,0.001,0.029,0.082,0,0,0,0,0.041,0,0,0,0,0.558,11.8,0,11.8,20.8,14.5,3.8,0.2,39.3,0.7,19.9,0.9,0,20.8,0,0,0.2,5.2,5.4,14.7,7.3,22,0.094,0,0.566,0.578,0.147,0.003,0.004,0,0.393,0.016,0,0,0,0,0,0,0,0.216,0.129,0.138,0,0,0,0,0.071,0,0,0,0,2.355,4,0,4,24,24.5,6.2,0.1,54.8,0.2,16.7,0.7,0,17.4,0,0,9.2,5.5,14.7,5.9,3,8.9,23.28887576,0.19350414,15.11500701,18.05601093,0.699726776,7.672239884,1.18E-11,25.00849,10.61970971,46.79392902,46.79392902,7.5882893,30.69885,12.620755,2.5925863,15.11500701,0.64516129,HW,HWSE,0,109,0.414181
NLA06608-0377,PROB_Lake,1,7/12/07,,-76.77414252,40.86340465,1596434.023,538946.439,-76.775,40.8625,,PA,Pennsylvania,NORTHUMBERLAND,Region_3,,Sunbury WS #5,"(4,10]",0.067819939,6.781993947,0.067819939,YES,67,Ridge and Valley,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,5.459823439,01: <10 ha,0.054598234,1.089679549,1.315541549,2.1,2.1,135.37,2,2050301,2.05E+12,8.4,46,850,5.51,749,4.63,154,44.93,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.338,33.8,0,0.125,0,0.049,0.024,0.02,0.003,0,0,0.081,0,0,0,0,0,0,0,0,0.017,0.005,0.009,0,0,0,0,0.005,0,0,0,0,0.338,37,0,37,14.5,7.1,5.9,0.9,28.4,0,24,0,0,24,0,0,5,1.5,6.5,2.7,1.5,4.2,0.06,0,0.002,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,88.5,0,88.5,2.9,0,0,0,2.9,0,7.4,0,0,7.4,0,0,0,0,0,0,0,0,1.242163602,0.199581463,11.74680307,0.655844156,0.090909091,2.160094824,6.13E-12,NA,NA,79.18888836,79.18888836,20.2675,54.5263,33.94089,15.885463,11.74680307,0.406649616,SE,HWSE,0,621,1.278035
NLA06608-0377,PROB_Lake,1,7/12/07,,-76.77414252,40.86340465,1596434.023,538946.439,-76.775,40.8625,,PA,Pennsylvania,NORTHUMBERLAND,Region_3,,Sunbury WS #5,"(4,10]",0.067819939,6.781993947,0.067819939,YES,67,Ridge and Valley,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,5.459823439,01: <10 ha,0.054598234,1.089679549,1.315541549,2.1,2.1,135.37,2,2050301,2.05E+12,8.4,46,850,5.51,749,4.63,154,44.93,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.338,33.8,0,0.125,0,0.049,0.024,0.02,0.003,0,0,0.081,0,0,0,0,0,0,0,0,0.017,0.005,0.009,0,0,0,0,0.005,0,0,0,0,0.338,37,0,37,14.5,7.1,5.9,0.9,28.4,0,24,0,0,24,0,0,5,1.5,6.5,2.7,1.5,4.2,0.06,0,0.002,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,88.5,0,88.5,2.9,0,0,0,2.9,0,7.4,0,0,7.4,0,0,0,0,0,0,0,0,1.242163602,0.199581463,11.74680307,0.655844156,0.090909091,2.160094824,6.13E-12,NA,NA,79.18888836,79.18888836,20.2675,54.5263,33.94089,15.885463,11.74680307,0.406649616,SE,HWSE,0,621,1.278035
NLA06608-2253,PROB_Lake,1,7/12/07,,-75.50048849,38.96688176,1746082.418,353468.316,-75.49868,38.9675,,DE,Delaware,KENT,Region_3,McColley Pond,McColley Pond,"(20,50]",49.91405092,4991.405092,49.91405092,YES,63,Middle Atlantic Coastal Plain,XIV,Eastern Coastal Plain,CPL,MAN-MADE,24.96801965,02:>10-50 ha,0.249680197,5.554125274,3.13558581,1.7,1.7,1.64,2,2040207,2.04E+12,8.5,86,3591,10.2,733.2,3.09,237,30.08,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,1.173,117.3,0,0.104,0,0.009,0.003,0,0,0,0,0.361,0,0,0,0,0,0,0,0,0.321,0.166,0.137,0,0,0,0,0.072,0,0,0,0,1.173,8.9,0,8.9,0.8,0.3,0,0,1.1,0,30.8,0,0,30.8,0,0,27.4,14.2,41.6,11.7,6.1,17.8,0.256,0,1.504,1.413,0.921,0.37,0.166,0,10.78,0.499,0.232,0,0,0,0,0,0,11.723,21.074,0.366,0,0,0,0,0.612,0,0,0,0,49.916,0.5,0,0.5,3,2.8,1.8,0.7,8.3,0.3,21.6,1,0.5,23.1,0,0,23.5,42.2,65.7,0.7,1.2,1.9,199.9119338,0.222449572,0.741666667,2.465382667,0.105411482,1.377460128,1.41E-12,149.5715,2.9965812,494.4286242,390.5979476,94.01255,347.6777,6.77848,2.2934673,0.741666667,0.065740741,NA,NA,1,2,2.000028
NLA06608-2566,PROB_Lake,1,7/12/07,,-71.79479768,41.37985994,1987295.125,689193.8199,-71.791389,41.381111,,RI,Rhode Island,WASHINGTON,Region_1,Chapman Pond,Chapman Pond,"(50,100]",3.18460357,318.460357,3.18460357,YES,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,NATURAL,69.25804548,03:>50-100 ha,0.692580455,3.199490894,1.084528154,0.5,0.5,10.73,1,1090005,1.09E+12,8.1,9,376,1.88,629.3,10.51,261,4.43,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,1.357,135.7,0,0.769,0,0.061,0.071,0.057,0,0,0,0.068,0.021,0,0,0,0.013,0,0,0,0.036,0.005,0.229,0,0,0,0,0.027,0,0,0,0,1.357,56.7,0,56.7,4.5,5.2,4.2,0,13.9,0,5,1.5,0,6.5,0,1,2.7,0.4,3.1,16.9,2,18.9,0.768,0,0.187,0.386,0.464,0.024,0.149,0,0.365,0.021,0.015,0,0,0.05,0,0,0,0.113,0.02,0.598,0,0,0,0,0.027,0,0,0,0,3.187,24.1,0,24.1,5.9,12.1,14.6,0.8,33.4,4.7,11.5,0.7,0.5,12.7,0,1.6,3.5,0.6,4.1,18.8,0.8,19.6,4.5981713,0.046196667,9.662351672,19.95613396,0.465780852,2.993134189,3.60E-12,15.07507,4.733733296,154.5759288,153.9298884,1.1730942,3.972641,10.981838,3.7645342,9.662351672,0.298813376,ST,ST,1,25,6.000003
NLA06608-3846,PROB_Lake,1,7/12/07,,-71.66573009,41.39410498,1997256.001,693442.4029,-71.66833,41.40151,,RI,Rhode Island,WASHINGTON,Region_1,School House Pond,School House Pond,"(20,50]",1.320532596,132.0532596,1.320532596,YES,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,NATURAL,38.00372534,02:>10-50 ha,0.380037253,4.055064608,1.855580333,8.3,8.3,16.52,1,1090005,1.09E+12,8.1,3,110,0.387,62.5,4.15,45,0.9,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,1.134,113.4,0,0.437,0,0,0,0,0,0,0,0.162,0.153,0.092,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,1.134,38.5,0,38.5,0,0,0,0,0,0,14.3,13.5,8.1,35.9,0,0,0,0,0,25.6,0,25.6,0.415,0,0.014,0,0,0,0,0,0.251,0.194,0.285,0,0,0,0,0,0,0.004,0,0.16,0,0,0,0,0,0,0,0,0,1.323,31.4,0,31.4,1.1,0,0,0,1.1,0,19,14.7,21.6,55.3,0,0,0.3,0,0.3,12.1,0,12.1,3.474745131,0.106701766,0,NA,NA,3.058479294,3.33E-12,NA,NA,154.6570477,154.5659522,NA,NA,13.062304,2.5996447,0,0,SE,HWSE,0,580,0.34817
NLA06608-ELS:1C2-032,REF_Lake,1,7/12/07,,-71.428103,43.296358,1961942.855,904078.4515,-71.42875,43.29527,,NH,New Hampshire,MERRIMACK,Region_1,,Crooked Pond,,0.776769345,77.67693448,0.776769345,YES,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,NATURAL,12.57283656,02:>10-50 ha,0.125728366,1.716009582,1.365205853,NA,5.4,155.28,1,1070002,1.07E+12,8.1,11,264,4.86,92.7,4.27,30,14.18,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.524,52.4,0,0.102,0,0.005,0,0,0,0,0,0.186,0.014,0.199,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0.006,0,0,0,0,0.524,19.5,0,19.5,1,0,0,0,1,0,35.5,2.7,38,76.2,0,0,0,0,0,2.3,1.1,3.4,0.094,0,0.005,0,0,0,0,0,0.272,0.009,0.385,0,0,0,0,0,0,0.011,0.001,0,0,0,0,0,0,0,0,0,0,0.777,12.1,0,12.1,0.6,0,0,0,0.6,0,35,1.2,49.6,85.8,0,0,1.4,0.1,1.5,0,0,0,6.178155113,0.136485476,0.050761421,NA,NA,0.840342783,1.59E-12,NA,NA,210.4651928,210.4651928,NA,NA,12.24748,4.954591,0.050761421,0.008460237,HW,HWSE,0,234,0.51008
NLA06608-1633,PROB_Lake,1,7/13/07,,-112.8818444,44.95420653,-1323250.135,951680.5088,-112.86291,44.99462,,MT,Montana,BEAVERHEAD,Region_8,Clark Canyon Reservoir,Clark Canyon Reservoir,>100,5911.738839,591173.8839,5911.738839,NO,17,Middle Rockies,II,Western Forested Mountains,II,MAN-MADE,1948.536926,05:>500-5000 ha,19.48536926,29.00979185,1.853895971,20.4,20.4,1689.24,10,10020001,1.00E+13,6.2,19,366,1.19,4396.1,3.23,631,1.52,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,0.001798644,24.013,2401.3,0,17.839,0,0.222,0.367,0.084,0,0.044,0,0,0.073,0,0,0.269,2.431,0,0,0,2.431,0,0.253,0,0,0,0,0,0,0,0,0,24.013,74.3,0,74.3,0.9,1.5,0.3,0,2.7,0.2,0,0.3,0,0.3,1.1,10.1,10.1,0,10.1,1.1,0,1.1,55.675,0.014,33.81,11.669,4.871,0.048,16.388,0,1.9,1000.368,0.665,0,1822.43,2645.731,0,0,0,153.957,37.249,5.265,0,0,0,0,121.73,0,0,0,0,5911.77,0.9,0,0.9,0.6,0.2,0.1,0,0.9,0.3,0,16.9,0,16.9,30.8,44.8,2.6,0.6,3.2,0.1,2.1,2.2,303.3937289,0.014887987,5.63217987,0.316390251,0.021158259,18.62448087,3.35E-12,4752.722181,0.803946578,247.4586365,224.2359444,120.02916,512.2881,152.0359,19.782001,5.63217987,0.186896188,STLA,STLA,0,92,0.147514
NLA06608-0313,PROB_Lake,1,7/13/07,,-79.6893777,34.88602671,1471331.418,-166162.9475,-79.68986,34.88565,,NC,North Carolina,RICHMOND,Region_4,,City Lake,"(10,20]",19.58418289,1958.418289,19.58418289,YES,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,15.6237424,02:>10-50 ha,0.156237424,2.023714011,1.444280912,2,2,85.14,3,3040201,3.04E+12,8.3,24,279,2.93,172.8,5.03,48,15.08,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.62,62,0,0.146,0,0.059,0.074,0.052,0.019,0,0,0.068,0,0.007,0,0.009,0.033,0,0,0,0.006,0.034,0.113,0,0,0,0,0,0,0,0,0,0.62,23.5,0,23.5,9.5,11.9,8.4,3.1,32.9,0,11,0,1.1,12.1,1.5,5.3,1,5.5,6.5,18.2,0,18.2,0.464,0,2.453,1.686,0.904,0.417,0.259,0,1.937,4.276,0.233,0,0.912,3.433,0,0,0,0.32,0.689,1.485,0,0,0,0,0.116,0,0,0,0,19.584,2.4,0,2.4,12.5,8.6,4.6,2.1,27.8,1.3,9.9,21.8,1.2,32.9,4.7,17.5,1.6,3.5,5.1,7.6,0.6,8.2,125.3488594,0.129528122,16.97516556,7.770788269,0.271517682,3.596802379,6.62E-12,63.33454,3.233963707,102.439933,102.4399327,7.848778,31.65057,10.973365,3.5372458,16.97516556,0.448675497,STLA,STLA,1,3,2.000045
NLA06608-0037,PROB_Lake,1,7/13/07,YES,-73.36398551,41.69699293,1852620.183,691912.6223,-73.34949,41.69141,,CT,Connecticut,LITCHFIELD,Region_1,"Waramaug, Lake",Lake Waramaug,>100,37.25673266,3725.673266,37.25673266,YES,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,236.955581,04:>100-500 ha,2.36955581,14.01149575,2.567710733,12.5,13,211.27,1,1100005,1.10E+12,5.3,14,239,2.59,468.8,3.38,98,8.02,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,4.752,475.2,0,2.686,0,0.554,0.108,0.013,0,0,0,0.754,0.305,0.022,0,0.015,0.015,0,0,0,0.258,0,0.022,0,0,0,0,0,0,0,0,0,4.752,56.5,0,56.5,11.7,2.3,0.3,0,14.3,0,15.9,6.4,0.5,22.8,0.3,0.3,5.4,0,5.4,0.5,0,0.5,2.812,0,2.054,0.419,0.023,0,0.011,0,24.773,0.603,0.325,0,0.246,0.076,0,0,0,4.142,0.391,1.199,0,0,0,0,0.183,0,0,0,0,37.257,7.5,0,7.5,5.5,1.1,0.1,0,6.7,0,66.5,1.6,0.9,69,0.7,0.2,11.1,1,12.1,3.2,0.5,3.7,15.72308721,0.059131318,3.49127182,0.793194597,0.063882777,24.73977178,8.57E-12,97.82781,2.625775566,44.99338043,44.99338043,18.198849,50.89119,113.39612,29.763645,3.49127182,0.254987531,ST,ST,0,179,0.216775
NLA06608-2354,PROB_Lake,1,7/13/07,,-71.45889451,41.70544844,2004956.275,731496.7512,-71.45639,41.70427,,RI,Rhode Island,KENT,Region_1,Gorton Pond,Gorton Pond,"(20,50]",3.314999754,331.4999754,3.314999754,YES,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,NATURAL,21.67328286,02:>10-50 ha,0.216732829,1.860982254,1.127651626,14.5,14.5,4.74,1,1090004,1.09E+12,8.1,12,331,2.64,429.9,3.14,294,7.78,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.641,64.1,0,0.238,0,0.024,0.135,0.17,0.032,0,0,0,0.017,0,0,0,0,0,0,0,0.006,0,0.014,0,0,0,0,0.005,0,0,0,0,0.641,37.1,0,37.1,3.7,21.1,26.5,5,56.3,0,0,2.7,0,2.7,0,0,0.9,0,0.9,2.2,0.8,3,0.238,0,0.213,0.716,1.229,0.225,0.029,0,0.555,0.017,0.005,0,0,0,0,0,0,0.03,0,0.05,0,0,0,0,0.005,0,0,0,0,3.312,7.2,0,7.2,6.4,21.6,37.1,6.8,71.9,0.9,16.7,0.5,0.2,17.4,0,0,0.9,0,0.9,1.5,0.2,1.7,15.29532824,0.085865269,44.52848101,42.85784089,0.802107192,8.420179778,1.49E-11,34.8502,10.51288202,51.27739525,51.27739525,8.8548765,40.3497,9.906294,4.093137,44.52848101,0.905063291,ST,ST,0,164,0.233764
NLA06608-1537,PROB_Lake,1,7/15/07,,-116.6384102,48.1617266,-1536917.876,1356750.454,-116.63809,48.16109,,ID,Idaho,BONNER,Region_10,,Round Lake,"(10,20]",191.6930426,19169.30426,191.6930426,NO,15,Northern Rockies,II,Western Forested Mountains,II,NATURAL,17.406049,02:>10-50 ha,0.17406049,1.55597886,1.052079745,11,11,647,17,17010214,1.70E+13,6.2,8,138,0.67,659.1,3.96,80,2.18,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.516,51.6,0,0.19,0,0,0,0,0,0,0,0,0.273,0,0,0.008,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0.516,36.8,0,36.8,0,0,0,0,0,0,0,52.9,0,52.9,1.6,0,0,0,0,8.7,0,8.7,3.595,0,1.422,2.039,0.147,0,0,0,0.242,144.449,0.059,0,26.866,2.854,0,0,0,3.943,0.119,3.471,0,0,0,0,2.485,0,0,0,0,191.691,1.9,0,1.9,0.7,1.1,0.1,0,1.9,0,0.1,75.4,0,75.5,14,1.5,2.1,0.1,2.2,1.8,1.3,3.1,1101.301292,0.089392996,0.205479452,0.656258143,0.034699175,2.272399265,4.90E-12,356.1866,1.858109418,115.4299949,115.4299949,5.0105996,19.77513,16.8012,7.3462496,0.205479452,0.009784736,STLA,STLA,0,2416,0.287419
NLA06608-0361,PROB_Lake,1,7/15/07,,-81.04741516,35.02063348,1347526.394,-171447.2752,-81.06194,35.06733,,NC,North Carolina,MECKLENBURG,Region_4,Lake Wylie (Lake Catawba),Lake Wylie,>100,7818.128729,781812.8729,7818.128729,YES,45,Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,4528.488176,05:>500-5000 ha,45.28488176,371.4952832,15.57298097,9.4,9.4,161.62,3,3050101,3.05E+12,8.3,19,171,1.92,481.9,2.32,100,11.86,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,99.979,9997.9,0,41.52,0,9.98,3.281,0.822,0.275,0,0,23.905,12.524,1.485,0,0.241,2.645,0,0,0,2.58,0.032,0.683,0,0,0,0,0.006,0,0,0,0,99.979,41.5,0,41.5,10,3.3,0.8,0.3,14.4,0,23.9,12.5,1.5,37.9,0.2,2.6,2.6,0,2.6,0.7,0,0.7,236.151,0,762.992,371.121,85.212,31.584,5.079,0,3477.199,718.051,200.276,0,142.562,246.071,0,0,0,1472.87,34.482,33.89,0,0,0,0,0.62,0,0,0,0,7818.16,3,0,3,9.8,4.7,1.1,0.4,16,0.1,44.5,9.2,2.6,56.3,1.8,3.1,18.8,0.4,19.2,0.4,0,0.4,172.6432404,0.082035167,5.155897912,3.069144212,0.145855405,241.8737064,4.58E-12,22290.15203,2.851085321,137.7609462,132.2074321,84.10434,338.7541,40.25876,6.824487,5.155897912,0.291443391,STLA,STLA,1,10,0.33708
NLA06608-0306,PROB_Lake,1,7/16/07,,-119.4133477,43.41788272,-1868056.639,893870.3298,-119.41418,43.42061,,OR,Oregon,HARNEY,Region_10,,Moon Reservoir,>100,1214.918296,121491.8296,1214.918296,NO,80,Northern Basin and Range,III,Xeric West,III,MAN-MADE,107.8299604,04:>100-500 ha,1.078299604,11.28290561,3.065111661,1.5,1.5,1268.55,17,17120004,17120004,10.1,271,1525,96.3,3413.5,9.64,330,38.73,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,3.016,301.6,0,0.046,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,3.016,1.5,0,1.5,0,0,0,0,0,0,0,0,0,0,59.4,0,39.1,0,39.1,0,0,0,0.582,0,9.548,1.086,0.028,0,2.455,0,0,354.842,0,0,785.893,1.572,0,0,0,41.723,13.739,0.506,0,0,0,0,2.927,0,0,0,0,1214.901,0,0,0,0.8,0.1,0,0,0.9,0.2,0,29.2,0,29.2,64.7,0.1,3.4,1.1,4.5,0,0.2,0.2,1126.698268,0.104636092,0.253308129,0.21352986,0.035981707,3.67857593,1.53E-12,2082.14353,1.713813534,223.1154837,223.065662,9.820806,37.77004,25.8706,8.284523,0.253308129,0.024196597,STLA,STLA,1,3,3.000004
